job_idx,rank,cv_id,candidate,experience_years,nb_skills,matched_skills,keyword_score,skills_score,experience_score,global_score,label,job_snippet
148,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",58.03,20.0,60.0,47.02,🔶 À évaluer,Opportunité pour un expert développeur logiciel chez notre entreprise ! Nous pro...
148,2,2,Candidat_2,1,7,"python, sql, git, pandas, numpy, power bi, data analyst",18.59,28.57,60.0,29.87,❌ Écarté,Opportunité pour un expert développeur logiciel chez notre entreprise ! Nous pro...
148,3,3,Candidat_3,4,14,"python, sql, java, linux, machine learning, scikit-learn, pandas, power bi",18.64,21.43,60.0,27.75,❌ Écarté,Opportunité pour un expert développeur logiciel chez notre entreprise ! Nous pro...
148,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.03,0.0,60.0,16.52,❌ Écarté,Opportunité pour un expert développeur logiciel chez notre entreprise ! Nous pro...
148,5,4,Candidat_4,4,9,"node, fastapi, machine learning, deep learning, tensorflow, data science, devops, api",5.62,0.0,60.0,14.81,❌ Écarté,Opportunité pour un expert développeur logiciel chez notre entreprise ! Nous pro...
149,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",70.02,60.0,60.0,65.01,✅ Retenu,"
   Opportunité pour un expert en développement Full-Stack chez nous. 
   Nous r..."
149,2,2,Candidat_2,1,13,"sql, java, angular, vue, docker, git, mongodb, mysql",16.46,46.15,60.0,34.08,❌ Écarté,"
   Opportunité pour un expert en développement Full-Stack chez nous. 
   Nous r..."
149,3,3,Candidat_3,3,20,"sql, java, javascript, typescript, react, angular, node, docker",11.8,40.0,60.0,29.9,❌ Écarté,"
   Opportunité pour un expert en développement Full-Stack chez nous. 
   Nous r..."
149,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.81,0.0,60.0,16.41,❌ Écarté,"
   Opportunité pour un expert en développement Full-Stack chez nous. 
   Nous r..."
149,5,4,Candidat_4,1,4,"python, machine learning, nlp, data science",8.38,0.0,60.0,16.19,❌ Écarté,"
   Opportunité pour un expert en développement Full-Stack chez nous. 
   Nous r..."
150,1,1,Candidat_1,4,8,"sql, java, javascript, angular, git, postgresql, oracle, api",49.43,12.5,60.0,40.47,❌ Écarté,"
   Opportunité pour un expert en sécurité informatique chez notre entreprise. N..."
150,2,3,Candidat_3,3,7,"sql, react, angular, git, mysql, api, rest",12.88,14.29,60.0,22.73,❌ Écarté,"
   Opportunité pour un expert en sécurité informatique chez notre entreprise. N..."
150,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",6.85,0.0,60.0,15.43,❌ Écarté,"
   Opportunité pour un expert en sécurité informatique chez notre entreprise. N..."
150,4,4,Candidat_4,1,4,"python, machine learning, nlp, data science",5.74,0.0,60.0,14.87,❌ Écarté,"
   Opportunité pour un expert en sécurité informatique chez notre entreprise. N..."
150,5,2,Candidat_2,0,15,"python, sql, angular, docker, kubernetes, aws, gcp, git",3.87,13.33,20.0,9.93,❌ Écarté,"
   Opportunité pour un expert en sécurité informatique chez notre entreprise. N..."
151,1,1,Candidat_1,11,6,"typescript, react, node, git, agile, api",6.33,33.33,60.0,25.16,❌ Écarté,Nous sommes à la recherche d'un expert en développement Full Stack Java/ReactJS ...
151,2,2,Candidat_2,30,12,"sql, java, typescript, angular, docker, kubernetes, git, ci/cd",16.18,16.67,60.0,25.09,❌ Écarté,Nous sommes à la recherche d'un expert en développement Full Stack Java/ReactJS ...
151,3,3,Candidat_3,20,23,"sql, java, javascript, react, angular, node, kafka, docker",7.75,13.04,60.0,19.79,❌ Écarté,Nous sommes à la recherche d'un expert en développement Full Stack Java/ReactJS ...
151,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.89,0.0,60.0,16.95,❌ Écarté,Nous sommes à la recherche d'un expert en développement Full Stack Java/ReactJS ...
151,5,4,Candidat_4,1,24,"python, sql, angular, django, fastapi, docker, azure, git",6.75,4.17,60.0,16.63,❌ Écarté,Nous sommes à la recherche d'un expert en développement Full Stack Java/ReactJS ...
152,1,1,Candidat_1,1,11,"python, docker, kubernetes, aws, azure, gcp, git, devops",10.91,54.55,60.0,33.82,❌ Écarté,Opportunité pour un expert DevOps & Cloud à rejoindre notre équipe pour concevoi...
152,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.65,33.33,60.0,26.82,❌ Écarté,Opportunité pour un expert DevOps & Cloud à rejoindre notre équipe pour concevoi...
152,3,2,Candidat_2,2,10,"python, java, angular, spark, git, excel, oracle, devops",10.67,20.0,60.0,23.34,❌ Écarté,Opportunité pour un expert DevOps & Cloud à rejoindre notre équipe pour concevoi...
152,4,3,Candidat_3,2,12,"python, sql, java, javascript, django, docker, kubernetes, mongodb",4.04,25.0,60.0,21.52,❌ Écarté,Opportunité pour un expert DevOps & Cloud à rejoindre notre équipe pour concevoi...
152,5,4,Candidat_4,2,16,"sql, java, javascript, typescript, react, angular, node, aws",0.55,6.25,60.0,14.15,❌ Écarté,Opportunité pour un expert DevOps & Cloud à rejoindre notre équipe pour concevoi...
153,1,2,Candidat_2,7,2,"vue, git",0.94,100.0,60.0,42.47,❌ Écarté,Opportunité pour un expert en développement Python/Django chez nous. Notre équip...
153,2,1,Candidat_1,3,19,"python, sql, django, fastapi, kafka, docker, git, machine learning",8.86,36.84,60.0,27.48,❌ Écarté,Opportunité pour un expert en développement Python/Django chez nous. Notre équip...
153,3,4,Candidat_4,5,10,"python, sql, java, javascript, aws, azure, git, devops",6.49,40.0,60.0,27.25,❌ Écarté,Opportunité pour un expert en développement Python/Django chez nous. Notre équip...
153,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.3,33.33,60.0,26.65,❌ Écarté,Opportunité pour un expert en développement Python/Django chez nous. Notre équip...
153,5,3,Candidat_3,3,3,"python, aws, api",9.2,33.33,60.0,26.6,❌ Écarté,Opportunité pour un expert en développement Python/Django chez nous. Notre équip...
154,1,3,Candidat_3,3,9,"sql, java, angular, kafka, git, postgresql, mysql, api",52.86,55.56,60.0,55.1,🔶 À évaluer,"
   Opportunité pour un expert en développement web full stack chez notre entrep..."
154,2,1,Candidat_1,2,15,"sql, java, javascript, typescript, react, node, docker, aws",28.82,60.0,60.0,44.41,❌ Écarté,"
   Opportunité pour un expert en développement web full stack chez notre entrep..."
154,3,4,Candidat_4,5,10,"python, node, machine learning, deep learning, computer vision, excel, data science, data analyst",11.57,20.0,60.0,23.79,❌ Écarté,"
   Opportunité pour un expert en développement web full stack chez notre entrep..."
154,4,2,Candidat_2,2,1,devops,9.27,0.0,60.0,16.63,❌ Écarté,"
   Opportunité pour un expert en développement web full stack chez notre entrep..."
154,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",7.97,0.0,60.0,15.98,❌ Écarté,"
   Opportunité pour un expert en développement web full stack chez notre entrep..."
155,1,1,Candidat_1,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",44.89,9.09,20.0,29.17,❌ Écarté,Nous sommes à la recherche d'un Ingénieur d'études et développement informatique...
155,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.44,0.0,60.0,16.72,❌ Écarté,Nous sommes à la recherche d'un Ingénieur d'études et développement informatique...
155,3,4,Candidat_4,4,6,"spark, git, machine learning, deep learning, devops, rest",6.78,0.0,60.0,15.39,❌ Écarté,Nous sommes à la recherche d'un Ingénieur d'études et développement informatique...
155,4,2,Candidat_2,5,0,,2.79,0.0,60.0,13.39,❌ Écarté,Nous sommes à la recherche d'un Ingénieur d'études et développement informatique...
155,5,3,Candidat_3,6,3,"react, node, git",2.66,0.0,60.0,13.33,❌ Écarté,Nous sommes à la recherche d'un Ingénieur d'études et développement informatique...
156,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",63.9,20.0,60.0,49.95,🔶 À évaluer,"
   Opportunité pour un expert en sécurité informatique de rejoindre notre équip..."
156,2,2,Candidat_2,2,12,"python, sql, java, javascript, django, docker, kubernetes, mongodb",2.82,33.33,60.0,23.41,❌ Écarté,"
   Opportunité pour un expert en sécurité informatique de rejoindre notre équip..."
156,3,4,Candidat_4,2,6,"react, node, excel, data science, api, rest",1.28,33.33,60.0,22.64,❌ Écarté,"
   Opportunité pour un expert en sécurité informatique de rejoindre notre équip..."
156,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.28,0.0,60.0,16.14,❌ Écarté,"
   Opportunité pour un expert en sécurité informatique de rejoindre notre équip..."
156,5,3,Candidat_3,6,1,git,1.47,0.0,60.0,12.73,❌ Écarté,"
   Opportunité pour un expert en sécurité informatique de rejoindre notre équip..."
157,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",72.36,20.0,60.0,54.18,🔶 À évaluer,"
   Opportunité pour un expert développeur full stack chez notre entreprise. Nou..."
157,2,3,Candidat_3,6,10,"python, java, javascript, react, node, docker, git, linux",20.49,30.0,60.0,31.24,❌ Écarté,"
   Opportunité pour un expert développeur full stack chez notre entreprise. Nou..."
157,3,2,Candidat_2,18,25,"python, sql, java, javascript, react, angular, django, docker",11.56,24.0,60.0,24.98,❌ Écarté,"
   Opportunité pour un expert développeur full stack chez notre entreprise. Nou..."
157,4,4,Candidat_4,7,10,"python, sql, java, angular, node, docker, aws, linux",2.71,30.0,60.0,22.36,❌ Écarté,"
   Opportunité pour un expert développeur full stack chez notre entreprise. Nou..."
157,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.62,0.0,60.0,17.31,❌ Écarté,"
   Opportunité pour un expert développeur full stack chez notre entreprise. Nou..."
158,1,2,Candidat_2,3,12,"sql, java, javascript, typescript, react, angular, git, postgresql",63.42,8.33,60.0,46.21,🔶 À évaluer,Nous sommes à la recherche d'un expert Java/J2EE pour rejoindre notre équipe de ...
158,2,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",42.83,8.33,20.0,27.91,❌ Écarté,Nous sommes à la recherche d'un expert Java/J2EE pour rejoindre notre équipe de ...
158,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.74,0.0,60.0,17.37,❌ Écarté,Nous sommes à la recherche d'un expert Java/J2EE pour rejoindre notre équipe de ...
158,4,3,Candidat_3,4,19,"python, sql, java, javascript, react, kafka, kubernetes, aws",3.75,5.26,60.0,15.45,❌ Écarté,Nous sommes à la recherche d'un expert Java/J2EE pour rejoindre notre équipe de ...
158,5,4,Candidat_4,0,9,"python, machine learning, deep learning, oracle, data science, data analyst, data engineer, agile",11.3,0.0,20.0,9.65,❌ Écarté,Nous sommes à la recherche d'un expert Java/J2EE pour rejoindre notre équipe de ...
159,1,1,Candidat_1,0,4,"excel, elasticsearch, devops, ci/cd",53.09,25.0,20.0,38.05,❌ Écarté,"
   Opportunité pour un expert en Intelligence Artificielle et en apprentissage ..."
159,2,2,Candidat_2,3,9,"sql, java, angular, kafka, git, postgresql, mysql, api",48.15,0.0,60.0,36.08,❌ Écarté,"
   Opportunité pour un expert en Intelligence Artificielle et en apprentissage ..."
159,3,3,Candidat_3,2,14,"python, docker, aws, git, machine learning, deep learning, computer vision, pytorch",11.97,21.43,60.0,24.41,❌ Écarté,"
   Opportunité pour un expert en Intelligence Artificielle et en apprentissage ..."
159,4,4,Candidat_4,0,5,"kubernetes, azure, linux, excel, devops",17.84,20.0,20.0,18.92,❌ Écarté,"
   Opportunité pour un expert en Intelligence Artificielle et en apprentissage ..."
159,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",11.31,0.0,60.0,17.66,❌ Écarté,"
   Opportunité pour un expert en Intelligence Artificielle et en apprentissage ..."
160,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",78.43,0.0,60.0,51.22,🔶 À évaluer,Opportunité pour un expert en développement web et technologie chez une startup ...
160,2,2,Candidat_2,0,12,"python, java, react, docker, git, linux, machine learning, oracle",44.85,0.0,20.0,26.43,❌ Écarté,Opportunité pour un expert en développement web et technologie chez une startup ...
160,3,4,Candidat_4,3,9,"python, react, azure, git, deep learning, data science, api, rest",14.54,0.0,60.0,19.27,❌ Écarté,Opportunité pour un expert en développement web et technologie chez une startup ...
160,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",11.1,0.0,60.0,17.55,❌ Écarté,Opportunité pour un expert en développement web et technologie chez une startup ...
160,5,3,Candidat_3,3,9,"typescript, react, node, git, excel, mongodb, ci/cd, api",4.01,0.0,60.0,14.0,❌ Écarté,Opportunité pour un expert en développement web et technologie chez une startup ...
161,1,1,Candidat_1,1,15,"python, sql, typescript, angular, vue, node, docker, git",57.26,13.33,60.0,44.63,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle chez notre entrepris..."
161,2,5,Candidat_5,4,2,"react, elasticsearch",12.96,0.0,60.0,18.48,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle chez notre entrepris..."
161,3,3,Candidat_3,2,7,"java, aws, nlp, oracle, data engineer, devops, llm",8.02,0.0,60.0,16.01,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle chez notre entrepris..."
161,4,2,Candidat_2,1,4,"sql, azure, machine learning, nlp",7.85,0.0,60.0,15.93,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle chez notre entrepris..."
161,5,4,Candidat_4,23,0,,2.55,0.0,60.0,13.28,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle chez notre entrepris..."
162,1,2,Candidat_2,3,1,react,14.08,0.0,60.0,19.04,❌ Écarté,Nous sommes à la recherche d'un expert en intelligence artificielle et en appren...
162,2,3,Candidat_3,9,10,"python, java, javascript, django, flask, azure, machine learning, data science",9.91,0.0,60.0,16.95,❌ Écarté,Nous sommes à la recherche d'un expert en intelligence artificielle et en appren...
162,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.46,0.0,60.0,16.73,❌ Écarté,Nous sommes à la recherche d'un expert en intelligence artificielle et en appren...
162,4,4,Candidat_4,3,10,"sql, node, docker, azure, terraform, linux, excel, postgresql",5.93,0.0,60.0,14.96,❌ Écarté,Nous sommes à la recherche d'un expert en intelligence artificielle et en appren...
162,5,1,Candidat_1,20,23,"sql, java, javascript, react, angular, node, kafka, docker",3.9,0.0,60.0,13.95,❌ Écarté,Nous sommes à la recherche d'un expert en intelligence artificielle et en appren...
163,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",64.48,60.0,60.0,62.24,🔶 À évaluer,"
   Nous recherchons un expert en conception et réalisation de projets informati..."
163,2,2,Candidat_2,1,7,"python, sql, git, pandas, numpy, power bi, data analyst",21.62,14.29,60.0,27.1,❌ Écarté,"
   Nous recherchons un expert en conception et réalisation de projets informati..."
163,3,3,Candidat_3,1,6,"fastapi, machine learning, data science, data engineer, api, microservices",6.31,33.33,60.0,25.15,❌ Écarté,"
   Nous recherchons un expert en conception et réalisation de projets informati..."
163,4,4,Candidat_4,8,4,"sql, aws, azure, rest",10.0,0.0,60.0,17.0,❌ Écarté,"
   Nous recherchons un expert en conception et réalisation de projets informati..."
163,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.81,0.0,60.0,16.41,❌ Écarté,"
   Nous recherchons un expert en conception et réalisation de projets informati..."
164,1,1,Candidat_1,0,4,"excel, elasticsearch, devops, ci/cd",49.84,25.0,20.0,36.42,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle et en apprentissage ..."
164,2,2,Candidat_2,3,4,"git, agile, api, rest",2.04,75.0,60.0,35.52,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle et en apprentissage ..."
164,3,4,Candidat_4,2,10,"sql, java, react, angular, docker, devops, ci/cd, agile",8.0,40.0,60.0,28.0,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle et en apprentissage ..."
164,4,3,Candidat_3,3,6,"java, react, aws, excel, data science, rest",9.63,33.33,60.0,26.81,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle et en apprentissage ..."
164,5,5,Candidat_5,4,2,"react, elasticsearch",13.36,0.0,60.0,18.68,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle et en apprentissage ..."
165,1,1,Candidat_1,4,6,"java, javascript, react, node, git, rest",47.15,50.0,60.0,50.58,🔶 À évaluer,Opportunité pour un expert Full Stack développeur chez une entreprise innovante....
165,2,4,Candidat_4,3,9,"python, react, azure, git, deep learning, data science, api, rest",10.71,22.22,60.0,24.02,❌ Écarté,Opportunité pour un expert Full Stack développeur chez une entreprise innovante....
165,3,2,Candidat_2,2,7,"java, aws, nlp, oracle, data engineer, devops, llm",9.42,14.29,60.0,21.0,❌ Écarté,Opportunité pour un expert Full Stack développeur chez une entreprise innovante....
165,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.22,0.0,60.0,16.61,❌ Écarté,Opportunité pour un expert Full Stack développeur chez une entreprise innovante....
165,5,3,Candidat_3,1,11,"python, docker, kubernetes, aws, azure, gcp, git, devops",8.42,0.0,60.0,16.21,❌ Écarté,Opportunité pour un expert Full Stack développeur chez une entreprise innovante....
166,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",74.76,20.0,60.0,55.38,🔶 À évaluer,"
   Opportunité pour un expert en développement de logiciels à rejoindre notre é..."
166,2,2,Candidat_2,5,6,"docker, azure, terraform, git, devops, ci/cd",10.15,66.67,60.0,37.08,❌ Écarté,"
   Opportunité pour un expert en développement de logiciels à rejoindre notre é..."
166,3,3,Candidat_3,11,6,"typescript, react, node, git, agile, api",9.53,33.33,60.0,26.76,❌ Écarté,"
   Opportunité pour un expert en développement de logiciels à rejoindre notre é..."
166,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",11.57,0.0,60.0,17.79,❌ Écarté,"
   Opportunité pour un expert en développement de logiciels à rejoindre notre é..."
166,5,4,Candidat_4,4,9,"node, fastapi, machine learning, deep learning, tensorflow, data science, devops, api",5.41,0.0,60.0,14.71,❌ Écarté,"
   Opportunité pour un expert en développement de logiciels à rejoindre notre é..."
167,1,3,Candidat_3,3,19,"python, sql, django, fastapi, kafka, docker, git, machine learning",7.21,15.79,60.0,20.34,❌ Écarté,Opportunité pour un expert en intelligence artificielle chez notre entreprise de...
167,2,4,Candidat_4,3,9,"typescript, react, node, git, excel, mongodb, ci/cd, api",1.88,22.22,60.0,19.61,❌ Écarté,Opportunité pour un expert en intelligence artificielle chez notre entreprise de...
167,3,1,Candidat_1,2,5,"python, machine learning, computer vision, data science, rest",1.82,20.0,60.0,18.91,❌ Écarté,Opportunité pour un expert en intelligence artificielle chez notre entreprise de...
167,4,5,Candidat_5,4,2,"react, elasticsearch",11.62,0.0,60.0,17.81,❌ Écarté,Opportunité pour un expert en intelligence artificielle chez notre entreprise de...
167,5,2,Candidat_2,0,15,"python, sql, angular, docker, kubernetes, aws, gcp, git",5.98,20.0,20.0,12.99,❌ Écarté,Opportunité pour un expert en intelligence artificielle chez notre entreprise de...
168,1,2,Candidat_2,6,10,"sql, react, docker, git, redis, mysql, agile, scrum",57.53,50.0,60.0,55.77,🔶 À évaluer,Nous sommes à la recherche d'un développeur full-stack pour rejoindre notre équi...
168,2,3,Candidat_3,7,4,"java, angular, api, rest",35.0,25.0,60.0,37.0,❌ Écarté,Nous sommes à la recherche d'un développeur full-stack pour rejoindre notre équi...
168,3,1,Candidat_1,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",36.72,27.27,20.0,30.54,❌ Écarté,Nous sommes à la recherche d'un développeur full-stack pour rejoindre notre équi...
168,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",7.33,0.0,60.0,15.66,❌ Écarté,Nous sommes à la recherche d'un développeur full-stack pour rejoindre notre équi...
168,5,4,Candidat_4,5,0,,0.86,0.0,60.0,12.43,❌ Écarté,Nous sommes à la recherche d'un développeur full-stack pour rejoindre notre équi...
169,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",71.58,0.0,60.0,47.79,🔶 À évaluer,"
   Opportunité pour un expert en développement backend chez notre entreprise ! ..."
169,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.76,33.33,60.0,26.88,❌ Écarté,"
   Opportunité pour un expert en développement backend chez notre entreprise ! ..."
169,3,4,Candidat_4,2,7,"machine learning, deep learning, computer vision, tensorflow, pytorch, data science, mlops",17.0,0.0,60.0,20.5,❌ Écarté,"
   Opportunité pour un expert en développement backend chez notre entreprise ! ..."
169,4,3,Candidat_3,1,8,"java, javascript, react, node, git, mongodb, api, rest",10.5,0.0,60.0,17.25,❌ Écarté,"
   Opportunité pour un expert en développement backend chez notre entreprise ! ..."
169,5,2,Candidat_2,2,12,"python, sql, java, javascript, django, docker, kubernetes, mongodb",2.59,0.0,60.0,13.29,❌ Écarté,"
   Opportunité pour un expert en développement backend chez notre entreprise ! ..."
170,1,2,Candidat_2,3,4,"sql, node, git, data science",42.5,0.0,15.0,24.25,❌ Écarté,"
   Opportunité pour un expert en DevOps et UX-UI Designer chez InnovGeek. 
   N..."
170,2,1,Candidat_1,5,6,"docker, azure, terraform, git, devops, ci/cd",9.45,33.33,25.0,19.72,❌ Écarté,"
   Opportunité pour un expert en DevOps et UX-UI Designer chez InnovGeek. 
   N..."
170,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.38,33.33,5.0,16.19,❌ Écarté,"
   Opportunité pour un expert en DevOps et UX-UI Designer chez InnovGeek. 
   N..."
170,4,3,Candidat_3,1,6,"fastapi, machine learning, data science, data engineer, api, microservices",10.25,0.0,5.0,6.12,❌ Écarté,"
   Opportunité pour un expert en DevOps et UX-UI Designer chez InnovGeek. 
   N..."
170,5,4,Candidat_4,2,1,rest,5.5,0.0,10.0,4.75,❌ Écarté,"
   Opportunité pour un expert en DevOps et UX-UI Designer chez InnovGeek. 
   N..."
171,1,1,Candidat_1,1,2,"react, angular",64.38,50.0,60.0,59.19,🔶 À évaluer,"
   Opportunité pour un expert en développement full-stack ! Nous recherchons un..."
171,2,3,Candidat_3,6,10,"python, java, javascript, react, node, docker, git, linux",23.47,70.0,60.0,44.73,❌ Écarté,"
   Opportunité pour un expert en développement full-stack ! Nous recherchons un..."
171,3,2,Candidat_2,3,9,"typescript, react, node, git, excel, mongodb, ci/cd, api",6.05,55.56,60.0,31.69,❌ Écarté,"
   Opportunité pour un expert en développement full-stack ! Nous recherchons un..."
171,4,4,Candidat_4,2,14,"python, docker, aws, git, machine learning, deep learning, computer vision, pytorch",7.01,21.43,60.0,21.93,❌ Écarté,"
   Opportunité pour un expert en développement full-stack ! Nous recherchons un..."
171,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",7.97,0.0,60.0,15.98,❌ Écarté,"
   Opportunité pour un expert en développement full-stack ! Nous recherchons un..."
172,1,1,Candidat_1,0,4,"excel, elasticsearch, devops, ci/cd",48.32,25.0,20.0,35.66,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle et en apprentissage ..."
172,2,2,Candidat_2,1,4,"sql, azure, machine learning, nlp",16.93,25.0,60.0,27.96,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle et en apprentissage ..."
172,3,4,Candidat_4,4,13,"python, java, javascript, react, docker, kubernetes, git, excel",9.15,23.08,60.0,23.5,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle et en apprentissage ..."
172,4,5,Candidat_5,4,2,"react, elasticsearch",11.23,0.0,60.0,17.62,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle et en apprentissage ..."
172,5,3,Candidat_3,0,15,"python, sql, angular, docker, kubernetes, aws, gcp, git",4.45,20.0,20.0,12.22,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle et en apprentissage ..."
173,1,1,Candidat_1,4,7,"python, java, typescript, react, vue, git, agile",38.84,28.57,60.0,39.99,❌ Écarté,Opportunité pour un expert en développement frontend chez notre entreprise. Nous...
173,2,3,Candidat_3,4,14,"python, sql, java, javascript, git, linux, machine learning, deep learning",49.58,0.0,60.0,36.79,❌ Écarté,Opportunité pour un expert en développement frontend chez notre entreprise. Nous...
173,3,4,Candidat_4,3,9,"python, react, azure, git, deep learning, data science, api, rest",8.91,11.11,60.0,19.79,❌ Écarté,Opportunité pour un expert en développement frontend chez notre entreprise. Nous...
173,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.06,0.0,60.0,16.53,❌ Écarté,Opportunité pour un expert en développement frontend chez notre entreprise. Nous...
173,5,2,Candidat_2,3,3,"python, aws, api",8.34,0.0,60.0,16.17,❌ Écarté,Opportunité pour un expert en développement frontend chez notre entreprise. Nous...
174,1,4,Candidat_4,6,1,git,2.62,100.0,60.0,43.31,❌ Écarté,"
   Opportunité pour un expert en machine learning de rejoindre notre équipe de ..."
174,2,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",48.52,33.33,20.0,38.26,❌ Écarté,"
   Opportunité pour un expert en machine learning de rejoindre notre équipe de ..."
174,3,2,Candidat_2,6,8,"python, git, machine learning, tensorflow, scikit-learn, power bi, data science, api",11.67,37.5,60.0,29.09,❌ Écarté,"
   Opportunité pour un expert en machine learning de rejoindre notre équipe de ..."
174,4,5,Candidat_5,4,2,"react, elasticsearch",15.79,0.0,60.0,19.89,❌ Écarté,"
   Opportunité pour un expert en machine learning de rejoindre notre équipe de ..."
174,5,3,Candidat_3,2,7,"java, aws, nlp, oracle, data engineer, devops, llm",8.68,0.0,60.0,16.34,❌ Écarté,"
   Opportunité pour un expert en machine learning de rejoindre notre équipe de ..."
175,1,3,Candidat_3,1,2,"react, angular",51.91,0.0,60.0,37.95,❌ Écarté,Opportunité pour un expert en développement backend et architecture technique. N...
175,2,1,Candidat_1,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",37.63,18.18,20.0,28.27,❌ Écarté,Opportunité pour un expert en développement backend et architecture technique. N...
175,3,2,Candidat_2,2,6,"python, sql, spark, hadoop, power bi, data analyst",14.15,16.67,60.0,24.08,❌ Écarté,Opportunité pour un expert en développement backend et architecture technique. N...
175,4,4,Candidat_4,2,6,"angular, machine learning, deep learning, nlp, data science, devops",10.27,0.0,60.0,17.13,❌ Écarté,Opportunité pour un expert en développement backend et architecture technique. N...
175,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.6,0.0,60.0,16.8,❌ Écarté,Opportunité pour un expert en développement backend et architecture technique. N...
176,1,1,Candidat_1,5,10,"python, sql, azure, nlp, pandas, power bi, mysql, data analyst",44.0,20.0,60.0,40.0,❌ Écarté,Nous recherchons un Data Scientist expérimenté pour rejoindre notre équipe de re...
176,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",16.21,33.33,60.0,30.1,❌ Écarté,Nous recherchons un Data Scientist expérimenté pour rejoindre notre équipe de re...
176,3,2,Candidat_2,0,9,"python, machine learning, deep learning, oracle, data science, data analyst, data engineer, agile",22.15,22.22,20.0,21.74,❌ Écarté,Nous recherchons un Data Scientist expérimenté pour rejoindre notre équipe de re...
176,4,4,Candidat_4,11,6,"typescript, react, node, git, agile, api",4.55,16.67,60.0,19.28,❌ Écarté,Nous recherchons un Data Scientist expérimenté pour rejoindre notre équipe de re...
176,5,3,Candidat_3,6,16,"python, java, javascript, react, angular, node, docker, kubernetes",3.92,6.25,60.0,15.84,❌ Écarté,Nous recherchons un Data Scientist expérimenté pour rejoindre notre équipe de re...
177,1,2,Candidat_2,2,5,"kubernetes, terraform, git, devops, ci/cd",58.4,20.0,60.0,47.2,🔶 À évaluer,"
   Opportunité pour un expert en intelligence artificielle (IA) de rejoindre no..."
177,2,1,Candidat_1,4,8,"sql, java, javascript, angular, git, postgresql, oracle, api",50.06,0.0,60.0,37.03,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle (IA) de rejoindre no..."
177,3,3,Candidat_3,2,7,"machine learning, deep learning, computer vision, tensorflow, pytorch, data science, mlops",25.41,28.57,60.0,33.28,❌ Écarté,"
   Opportunité pour un expert en intelligence artificielle (IA) de rejoindre no..."
